Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,530,0,4400,4568.160761799878,2277.068583003711,7652.778417017544,100993.24339622642,0.8845892581558148,0.0,4400,4700,4900,5100,5600,6000,6800,7300,7700,7700,7700
GET,GET / [scoreboard surge],387,0,4400,4552.257946800625,753.2102090190165,7902.717208024114,100993.62532299741,0.6459170620873591,0.0,4400,4700,5000,5200,5500,5900,6500,7100,7900,7900,7900
GET,GET /api/auth/csrf,382,0,3300,3317.6896712754633,89.2372090020217,6048.343250004109,80.0,0.6375718804066439,0.0,3300,3500,3600,3700,4000,4500,4900,5500,6000,6000,6000
GET,GET /api/auth/csrf [auth user],136,0,3300,3256.870288609849,253.82112502120435,6247.085458977381,80.0,0.22698894171545436,0.0,3300,3500,3700,3800,4100,4500,4700,5600,6200,6200,6200
GET,GET /api/health,519,0,3400,3527.8881014971175,1049.111583008198,6632.695999986026,46.0,0.8662298584582413,0.0,3400,3700,3900,4000,4400,4700,5100,5400,6600,6600,6600
GET,GET /api/public/competition,380,0,3300,3378.1780506714745,498.89716701,6570.802458998514,416.0,0.6342338077343578,0.0,3300,3500,3700,3900,4300,4700,5200,5700,6600,6600,6600
GET,GET /api/public/event-state,895,0,3400,3474.166490451797,390.8496660005767,6804.971709003439,14.0,1.493787520848027,0.0,3400,3600,3900,4000,4400,4700,5200,5700,6800,6800,6800
GET,GET /api/public/event-state [auth],251,0,3400,3534.144283848257,979.9180420232005,5737.163666984998,14.0,0.41892812037190474,0.0,3400,3700,3900,4000,4500,4800,5000,5300,5700,5700,5700
GET,GET /api/public/finalists,136,0,3300,3403.314714486495,1320.6739590095822,6827.8002080041915,12.0,0.22698894171545436,0.0,3300,3500,3800,3900,4300,4900,5600,5800,6800,6800,6800
GET,GET /api/public/scoreboard,1137,0,3300,3413.3415004423177,437.3447499820031,6403.796416998375,14.0,1.8976943141946443,0.0,3300,3600,3700,3900,4300,4600,5000,5300,6400,6400,6400
GET,GET /api/public/scoreboard [auth],482,0,3300,3391.8139423244065,109.36395800672472,5981.517207983416,14.0,0.8044755140209485,0.0,3300,3500,3700,3900,4300,4600,5000,5600,6000,6000,6000
GET,GET /api/public/timeline,289,0,3400,3430.651440473264,1467.7376660110895,6655.659041978652,1398.0,0.48235150114534053,0.0,3400,3600,3700,3800,4300,4600,5000,6100,6700,6700,6700
GET,GET /dang-ky,510,0,3900,4033.9268260747285,2234.329541999614,7234.778790996643,17218.843137254902,0.8512085314329538,0.0,3900,4200,4400,4600,5000,5300,5700,6200,7200,7200,7200
GET,GET /dang-ky [discover action],16,0,2900,3162.5829841832456,525.8621249813586,5454.402209026739,17218.0,0.02670458137828875,0.0,3000,4300,4700,4700,5400,5500,5500,5500,5500,5500,5500
GET,GET /dang-nhap,471,0,3900,3990.4609556822625,1663.7540830124635,7264.730458002305,16794.63906581741,0.786116114323375,0.0,3900,4200,4400,4500,5000,5300,5700,6300,7300,7300,7300
GET,GET /dashboard,257,0,5300,5733.551650645654,4040.806667006109,10504.858041007537,19461.673151750972,0.428942338388763,0.0,5300,6000,6400,6600,7200,8400,9200,9900,11000,11000,11000
GET,GET /faq,222,0,4100,4192.849655995126,799.0425000025425,6498.6077079956885,26624.126126126128,0.37052606662375637,0.0,4100,4400,4500,4800,5200,5400,6100,6300,6500,6500,6500
GET,GET /lich-trinh,227,0,4100,4202.6521255862735,443.3117920125369,7817.482667014701,22753.383259911894,0.3788712483044716,0.0,4100,4400,4700,4800,5200,5400,6000,6300,7800,7800,7800
GET,GET /scoreboard,801,0,4000,4057.733640123633,800.6858330045361,7121.85516601312,15857.523096129838,1.3368981052505804,0.0,4000,4200,4400,4600,5000,5400,5900,6200,7100,7100,7100
GET,GET /scoreboard [auth],430,0,4200,4305.266757476886,3125.323791988194,7037.925292010186,15655.918604651162,0.7176856245415101,0.0,4200,4400,4600,4900,5300,5600,6200,6600,7000,7000,7000
GET,GET /the-le,358,0,4100,4135.022865440947,2080.7680829893798,7318.002499989234,17287.340782122905,0.5975150083392108,0.0,4100,4300,4500,4700,5100,5500,6300,6600,7300,7300,7300
GET,GET /tin-tuc,236,0,4000,4133.059071356449,2396.3313330023084,7303.710166015662,17193.949152542373,0.393892575329759,0.0,4000,4200,4500,4700,5100,5400,5900,6500,7300,7300,7300
GET,GET /tin-tuc/huong-dan-dang-ky-va-audition,134,0,4000,4147.068536058702,539.3010420084465,6303.651583002647,28565.701492537315,0.22365086904316828,0.0,4000,4300,4600,4700,5300,5600,6000,6100,6300,6300,6300
POST,POST /api/auth/callback/credentials [failed],375,0,7100,7315.907587367188,244.7127079940401,11500.277042010566,16961.573333333334,0.6258886260536426,0.0,7100,7600,8000,8200,8800,9200,10000,11000,12000,12000,12000
POST,POST /api/auth/callback/credentials [success],134,0,8900,9134.394208933427,369.57745798281394,13708.901457983302,16340.23880597015,0.22365086904316828,0.0,9100,10000,11000,11000,12000,13000,13000,14000,14000,14000,14000
,Aggregated,9695,0,3800,4064.010696790798,89.2372090020217,13708.901457983302,17367.906549767922,16.18130727890684,0.0,3800,4200,4500,4700,5400,6600,8000,9000,12000,14000,14000
