Count,Message,Traceback,Nodes
247,No tasks defined on PublicApiClient. Use the @task decorator or set the 'tasks' attribute of the User (or mark it as abstract = True if you only intend to subclass it),"  File ""/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/locust/user/task.py"", line 358, in run
    self.schedule_task(self.get_next_task())
                       ~~~~~~~~~~~~~~~~~~^^
  File ""/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/locust/user/task.py"", line 502, in get_next_task
    raise Exception(
        f""No tasks defined on {self.user.__class__.__name__}{extra_message} Use the @task decorator or set the 'tasks' attribute of the User (or mark it as abstract = True if you only intend to subclass it)""
    )
",local
