Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/auth/csrf,2412,0,9600,13073.054887544702,689.1805829945952,71566.82062501204,80.0,2.2317236361998383,0.0,9600,11000,13000,18000,28000,31000,45000,52000,70000,72000,72000
GET,GET /api/auth/csrf [auth user],1053,0,9800,12823.349552278007,266.4981669804547,71491.70391698135,80.0,0.9742972590872427,0.0,9800,12000,15000,18000,24000,28000,31000,47000,71000,71000,71000
GET,GET /api/public/event-state [auth],1763,0,9500,12426.367921019986,906.6286669985857,72533.52570798597,14.0,1.631230833590512,0.0,9500,11000,12000,16000,26000,29000,32000,51000,71000,73000,73000
GET,GET /api/public/scoreboard [auth],3546,0,9500,12265.055492117026,734.1808329802006,72645.25962498737,14.0,3.280966838293792,0.0,9500,11000,12000,14000,26000,29000,32000,51000,70000,73000,73000
GET,GET /dang-ky,3184,0,9800,13495.348121872958,1088.7395410099998,74428.02129199845,18419.567211055277,2.9460232411526883,0.0,9800,11000,13000,18000,28000,32000,48000,52000,74000,74000,74000
GET,GET /dang-ky [discover action],250,0,15000,14890.892769000142,556.6585419874173,24314.802458015038,18420.844,0.2313146389096018,0.0,15000,19000,20000,22000,24000,24000,24000,24000,24000,24000,24000
GET,GET /dang-ky chunk,1,0,2561.566624994157,2561.566624994157,2561.566624994157,2561.566624994157,192.0,0.0009252585556384072,0.0,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600
GET,GET /dang-nhap,3082,0,9700,13486.449993987835,1120.2425830124412,74465.56325000711,17995.699870214146,2.851646868477571,0.0,9700,11000,13000,18000,28000,32000,50000,57000,73000,74000,74000
GET,GET /dashboard,1782,0,10000,13684.791658638545,2822.4105419940315,74731.79083300056,20252.557239057238,1.6488107461476416,0.0,10000,12000,14000,19000,28000,31000,40000,52000,75000,75000,75000
GET,GET /scoreboard [auth],2635,0,9900,13247.161602837685,1629.4600830005948,74755.2874579851,16747.775711574952,2.438056294107203,0.0,9900,11000,13000,18000,28000,30000,40000,52000,74000,75000,75000
POST,POST /api/auth/callback/credentials [failed],2329,0,19000,25213.608365459037,2736.9877500168514,93707.73433300201,18162.46157148991,2.1549271760818502,0.0,19000,21000,25000,36000,55000,60000,72000,81000,93000,94000,94000
POST,POST /api/auth/callback/credentials [success],1025,1,23000,36341.16479755867,5789.785874978406,97097.91183299967,17902.544390243904,0.9483900195293674,0.0009252585556384072,23000,40000,56000,62000,71000,94000,96000,97000,97000,97000,97000
,Aggregated,23062,1,10000,15348.158802676375,266.4981669804547,97097.91183299967,11271.290651287833,21.338312810132948,0.0009252585556384072,10000,13000,18000,20000,29000,41000,59000,70000,96000,97000,97000
